company_website,is_remote,link,source,title,company_address,language_proficiency,personality_traits,soft_skills,min_salary,is_internship,company,diploma,sector,desired_profile,languages,recommended_skills,foreign_company,language_profeciency,contract_type,min_experience,company_description,job_description,date_of_publication,application_date,location,hard_skills,region,job
https://www.lear.com,False,https://www.emploi.ma/offre-emploi-maroc/coupeur-machines-automatisees-meknes-8688126,EmploiMa,Coupeur de Machines Automatisees - Meknes,Meknes,,"Rigueur, precision, souci du detail, aptitude a travailler en equipe","['Communication efficace', 'Travail en equipe']",0,False,LEAR CORPORATION MEKNES,"['Qualification avant bac', 'Bac', 'Bac+1', 'Bac+2']",Automotive Industry,Nous recherchons des Coupeurs de Machines Automatisees pour rejoindre notre equipe. Vous devrez assurer la decoupe precise des materiaux selon les specifications techniques.,Francais,Connaissance des techniques de decoupe et des equipements de coupe,False,Intermediaire,CDD,0,"Lear, a global automotive technology leader in Seating and E-Systems, enables superior in-vehicle experiences for consumers around the world.",Assurer la decoupe precise des materiaux selon les specifications techniques et controler la qualite des pieces decoupees,2023-10-01,2023-10-15,Meknes,"['Machines', 'Production', 'Maintenance', 'Qualite']",Meknes,"Production, maintenance, qualite"
https://batifer.ma/,False,https://www.emploi.ma/offre-emploi-maroc/responsable-import-export-mohammedia-8688131,EmploiMa,Responsable Import / Export - Mohammedia,,,"Dynamique, Aisance relationnelle, Esprit organisationnel, Sens dobservation, Sens de responsabilite et autonomie","['Aisance relationnelle', 'Dynamisme', 'Esprit organisationnel', 'Capacite decoute', 'Reactivite', 'Analyse', 'Synthese', 'Observation']",0,False,BATIFER,['Bac+5 et plus'],Logistics and Transportation,"Experience entre 5 ans et 10 ans - Experience > 10 ans, Langues exigees: francais > bon niveau, Poste: 1",Francais,,False,Bon niveau,CDI,5,"Leader dans la fabrication de tube de precision au Maroc, avec plus de 40 annees dexperience dans lindustrie. lire la suite","Missions principales: Realiser les operations administratives douanieres (declarations, dedouanement, ?), commerciales dacheminement (conditions denlevement, de livraison, ?) et de circulation internationale de marchandises (transit import/export, consignation maritime,?), selon la reglementation et dans un objectif de qualite (couts, delais, securite, ?). Assurer le suivi des importations. Superviser lensemble des operations de transit. Entreprendre toutes les demarches administratives et assurer la gestion du transport jusquau depot. Veiller a lacheminement des importations, en optimisant les couts du transport international. Suivre les importations depuis la confirmation de la commande jusqua la livraison. Conseiller le client interne sur des dispositions legales. Controler la qualite des prestations des transporteurs, transitaires, sous-traitants, fournisseurs. Etablir et mettre a jour les prix de revient des articles importes. Definir et exploiter les indicateurs pertinents et les tableaux de bord. Etablir les lettres de credit avec les banques.",2023-10-01,2023-10-15,Mohammedia,"['Import', 'Export', 'Dedouanement', 'Transit', 'Acheminement', 'Gestion du Transport', 'Transport International', 'Transport']",Casablanca-Mohammedia,Logistics and Transportation
http://www.fondation-arrawaj.ma/,False,https://www.emploi.ma/offre-emploi-maroc/charge-portefeuille-fes-fes-8688140,EmploiMa,Charge de Portefeuille - Fes - Fes,,,"Dynamique, aisance relationnelle, esprit dinitiative, bonne adaptation, resistance au stress, capacite a creer du lien.","['Aisance relationnelle', 'Esprit dinitiative', 'Bonne adaptation', 'Resistance au stress']",4000,False,FONDATION ARRAWAJ,"['Bac+2 minimum en Comptabilite', 'Finance', 'Commerce', 'Gestion']",Banking and Financial Services,"Jeune diplome ou avec une premiere experience reussie comme commercial, capable de gerer et developper un portefeuille client, faire des prospections et fideliser les clients.",Francais,"Vente, Recouvrement",False,Fluent,CDI,0,"La Fondation ARRAWAJ, cree en 1996, est un acteur economique et social majeur dans le secteur de la micro-finance, elle sappuie sur un capital humain fort de plus de 2000 collaborateurs.","Dans le cadre de son developpement, la fondation ARRAWAJ recrute des Charges de Portefeuille H/F au niveau de notre agence a Fes. Missions : Gerer et developper le portefeuille client, faire des prospections de nouveaux clients, mettre en avant nos produits et nos services, accompagner et conseiller les clients, fideliser les clients, entretenir un contact regulier avec les clients et gerer les dossiers en cours.",2023-10-01,2023-10-15,Fes,"['Vente', 'Recouvrement']",Fes,Commercial
https://www.tectra.ma/,False,https://www.emploi.ma/offre-emploi-maroc/technicien-it-casablanca-region-8688019,EmploiMa,Technicien IT - Casablanca et Region,,,,[],0,False,TECTRA,"['Bac+2', 'Bac+3', 'Bac+4', 'Bac+5 et plus']",Construction and Civil Engineering,,francais,,False,bon niveau,Interim,2,"Acteur majeur du marche de lemploi au Maroc depuis 2002, TECTRA est aujourdhui la premiere entreprise de travail temporaire et du... lire la suite","Pour lun de ses clients, dans le secteur de BTP, TECTRA recherche un(e) Technicien IT, a SIDI RAHAL. Missions Principales : * Installe le materiel informatique et les softwares standards selon le profil de lutilisateur ; * Realise linstallation et la maintenance des materiels (peripheriques, ordinateurs, imprimantes, ...) et logiciels ; * Assiste les utilisateurs a la sauvegarde de leurs dossiers ; * Prepare un reporting SI hebdomadaire et le transmet au responsable SI ; * Verifie la mise a jour e lantivirus ; * Supervise et veille au bon fonctionnement du reseau informatique ; * Elabore des procedures utilisateurs selon son perimetre et les fait valider par le Responsable SI.",2023-10-03,2023-10-17,Casablanca,['BTP'],Casablanca-Mohammedia,Technician
https://www.tectra.ma/,False,https://www.emploi.ma/offre-emploi-maroc/charge-administration-rh-junior-anglophone-casablanca-7874426,EmploiMa,Charge dAdministration RH Junior Anglophone - Casablanca,,,,[],0,False,TECTRA CASA TERTIAIRE - RECRUTEMENT,"['Bac+3 en economie', 'ressources humaines', 'gestion']",Call Center and Customer Service,Nous recherchons un candidat avec de bonnes competences en gestion des ressources humaines et un niveau danglais satisfaisant.,"Anglais, Francais",,False,"Bon niveau en anglais, courant en francais",CDI - Interim,2,"Fondee en 2002, TECTRA est aujourdhui la premiere entreprise de travail temporaire au Maroc. Une entreprise respectueuse de la... lire la suite","Nous recherchons pour le compte dune multinationale sur Casablanca un Charge dAdministration Ressources Humaines Junior Anglophone. Missions : Gerer les temps et labsenteisme journalier (absences maladie, maternite, accident du travail) Rediger les courriers destines au personnel (reponses aux conges maternites et paternites) Constituer et assurer le suivi du dossier administratif du personnel : gestion des conges, suivi des affiliations a la mutuelle des nouveaux collaborateurs.",2023-10-01,2023-10-15,Casablanca,"['Formation en ressources humaines', 'Gestion des Conges']",Casablanca-Mohammedia,Administration RH Junior
https://www.tectra.ma/,False,https://www.emploi.ma/offre-emploi-maroc/ingenieur-conducteur-travaux-sidi-rahal-8687991,EmploiMa,Ingenieur Conducteur de Travaux - Sidi Rahal,"Sidi Rahal, Casablanca-Mohammedia, Maroc",,"Bonnes capacites dorganisation et de leadership, Excellentes competences en communication, Capacite a travailler en equipe","['Gestion', 'Leadership', 'Communication', 'Travail en equipe']",0,False,TECTRA CASA BOURGOGNE - RECRUTEMENT,"['Diplome dingenieur en genie civil', 'genie des procedes', 'domaine connexe']",Construction and Civil Engineering,"Ingenieur avec une solide experience dans la conduite de travaux, capable de superviser des projets dinfrastructures avec un accent sur le dessalement et le traitement des eaux.",anglais > bon niveau francais > courant,"Competences en gestion de projet et en coordination dequipe, Connaissance des normes environnementales et de securite.",False,"Bon niveau en anglais, courant en francais",CDI,5,"Fondee en 2002, TECTRA est aujourdhui la premiere entreprise de travail temporaire au Maroc. Une entreprise respectueuse de la legislation du travail.","Pour lun de ces client operant dans le secteur du BTP, TECTRA recrute un Ingenieur Conducteur de Travaux Station de Dessalement. Missions : Superviser la construction de la station de dessalement, en coordonnant les equipes et les sous-traitants. Planifier et suivre lavancement des travaux, en veillant au respect des delais et des budgets.",2023-10-01,2023-10-31,"Sidi Rahal, Casablanca-Mohammedia","['Supervision de chantiers', 'Gestion de projet', 'Coordination dequipe', 'Connaissance des reglementations']",Casablanca-Mohammedia,Ingenieur Conducteur de Travaux
https://tectra.ma/,False,https://www.emploi.ma/offre-emploi-maroc/receptionniste-spa-agadir-8687934,EmploiMa,Receptionniste Spa - Agadir,"Agadir, Maroc",,"Accueillant, organise, passionne par le bien-etre","['Excellentes competences en communication', 'Sens du service client', 'Bonne presentation', 'Professionnalisme']",0,False,TECTRA PERFORMANCE,"['Bac', 'Bac+1', 'Bac+2', 'Bac+3']",Tourism and Hospitality,"Experience prealable dans un poste similaire, de preference dans un spa dhotel 5 etoiles ou dans lindustrie du bien-etre. Passion pour le bien-etre et connaissance des soins et produits de spa, capacite a gerer plusieurs taches simultanement.","anglais, francais",Bonne connaissance des soins et produits de spa,False,"Bon niveau en anglais, courant en francais",CDI,2,Groupe Tectra est leader du travail temporaire et du recrutement au Maroc et le premier acteur marocain sur le marche du travail.,"Nous recherchons un(e) Receptionniste Spa accueillant(e), organise(e) et passionne(e) par le bien-etre pour rejoindre notre equipe dans notre hotel 5 etoiles a Taghazout. Responsabilites : Accueillir et conseiller les clients du spa de maniere professionnelle et chaleureuse. Gerer les reservations de soins, repondre aux demandes par telephone, email ou en personne. Present les differents services, produits et forfaits du spa en fonction des besoins des clients. Assurer lorganisation des plannings des therapeutiques et des soins. Gerer les paiements et facturations des services. Assurer une communication fluide avec lequipe du spa et les autres departements de lhotel pour garantir une experience optimale aux clients.",YYYY-MM-DD,YYYY-MM-DD,Agadir,[],Agadir,Receptionniste
https://dama.ma/,False,https://www.emploi.ma/offre-emploi-maroc/chef-zone-grand-casablanca-8687918,EmploiMa,Chef de Zone - Grand Casablanca,,,"Forte orientation resultat, capacite a negocierv, leadership, capacite a motiver une equipe, gestion de projets commerciaux et dobjectifs, excellentes competences de communication","['Leadership', 'Motivation dequipe', 'Communication efficace', 'Negociation']",0,False,DAMA,"['Bac+3', 'Bac+4']",Banking and Financial Services,"Formation Bac+3/4 en Commerce, Gestion, ou domaines similaires. Experience de 5 ans minimum dans une fonction commerciale terrain, obligatoirement dans le secteur FMCG (produits de grande consommation). Maitrise des outils bureautiques (Pack Office) et des logiciels CRM.",Francais,"Bonnes competences en analyse et reporting, connaissance du marche local et des specificites culturelles liees aux services financiers.",False,Bon niveau,Interim,5,"DAMA Depuis plus de 30 ans, nous accompagnons nos clients pour le recrutement et la gestion de leurs collaborateurs. Nos experts metier, ... lire la suite",Nous recrutons pour le compte de notre client operant dans le secteur bancaire un Chef de Zone sur la region Grand Casablanca. Missions : Prospecter de nouveaux clients et developper des partenariats strategiques. Promouvoir les produits et services de transfert dargent. Fideliser les clients existants et assurer un suivi regulier. Suivre les objectifs de vente et analyser les resultats commerciaux. Assurer une presence reguliere sur le terrain pour entretenir des relations de proximite. Realiser une veille concurrentielle et proposer des actions correctives. Encadrer et motiver lequipe commerciale pour atteindre les objectifs.,2023-10-01,2023-11-01,Grand Casablanca,"['Prospection Client', 'Commercialisation', 'CRM', 'Vente', 'Developpement Commercial']",Casablanca-Mohammedia,"Commercial, vente"
https://tectra.ma/,False,https://www.emploi.ma/offre-emploi-maroc/coordinateur-marketing-agadir-8687903,EmploiMa,Coordinateur Marketing - Agadir,"Agadir, Maroc",,"Creatif, strategique, sens de linitiative","['Excellentes competences en communication', 'Travail en equipe', 'Capacite danalyse']",0,False,TECTRA PERFORMANCE,"['Diplome en Marketing', 'Diplome en Communication', 'Diplome en Gestion']",Tourism and Hospitality,Un(e) Coordinateur Marketing avec une passion pour lhotellerie de luxe et un sens aigu de lanalyse et de la gestion de projets,"Francais, Anglais",Connaissance des tendances du marche du luxe et de lhotellerie,False,Courant,CDI,2,Groupe Tectra est leader du travail temporaire et du recrutement au Maroc et le premier acteur marocain sur le marche du travail.,Nous recherchons un(e) Coordinateur Marketing creatif(ve) et strategique pour rejoindre notre equipe au sein de notre prestigieux hotel 5 etoiles a TAGHAZOUT. Dvelopper des strategies marketing pour promouvoir limage de lhotel et attirer une clientele internationale.,2023-10-01,2023-10-31,"Agadir, Maroc","['Newsletters', 'Marketing', 'Vente', 'Hotellerie', 'Publicite', 'Marketing Digital', 'SEO', 'Communication']",Agadir,Marketing
https://tectra.ma/,False,https://www.emploi.ma/offre-emploi-maroc/receptionniste-nuit-agadir-8687887,EmploiMa,Receptionniste de Nuit - Agadir,,,"Sens du service, reactivite, autonomie","['Communication', 'Presentation', 'Customer Service']",0,False,TECTRA PERFORMANCE,['Bac+2'],Tourism and Hospitality,"Nous cherchons un(e) receptionniste de nuit passionne(e) et professionnel(le) pour rejoindre notre equipe dynamique dans notre hotel 5 etoiles situe a Taghazout. Excellente presentation, attitude chaleureuse et sens aigu du service client.","Anglais, Francais",Connaissance dautres langues est un atout.,False,Courant,CDI,2,Groupe Tectra est leader du travail temporaire et du recrutement au Maroc et le premier acteur marocain sur le marche du travail. lire la suite,"Nous cherchons un(e) receptionniste de nuit pour rejoindre notre hotel 5 etoiles situe a Taghazout. Accueillir les clients, assurer lenregistrement et le depart des clients, gerer les demandes specials des clients, repondre aux appels telephoniques, et assurer la securite de lhotel pendant la nuit.",,,Agadir,[],Agadir,Receptionnist
https://www.eni.ma,False,https://www.emploi.ma/offre-emploi-maroc/responsable-management-qualite-nouaceur-8687186,EmploiMa,Responsable Management Qualite - Nouaceur,,,"Excellent communicant, bon leader, capacite a resoudre des problemes","['Communication', 'Leadership', 'Travail en equipe', 'Analyse', 'Resolution de problemes']",0,False,ENI,"['Diplome en gestion de la qualite', 'Ingenierie', 'Domaine connexe']",Aerospace Industry,Candidat experimente avec une solide comprehension des normes ISO 9001 et capable de gerer le systeme de management de la qualite de lentreprise,Francais,Connaissance approfondie des normes ISO 9001 et des reglementations,False,Fluent,CDI,5,"ENI est une societe qui opere dans le secteur d interim et d assistance en recrutement, nettoyage industriel et le gardiennage. lire la suite",Nous recherchons pour l un de nos clients un Responsable Management Qualite experimente. Le candidat ideal sera responsable de la mise en oeuvre et de la gestion du systeme de management de la qualite de lentreprise.,2023-10-01,2023-11-01,Nouaceur,"['Qualite', 'Industrie', 'Management', 'Normes de Qualite', 'Production', 'Gestion', 'Gestion de la Qualite', 'Leadership', 'Maintenance', 'Management de la Qualite']",Casablanca-Mohammedia,Management
No website,False,https://www.emploi.ma/offre-emploi-maroc/ingenieur-genie-civil-barrages-ouvrages-art-rabat-8688072,EmploiMa,Ingenieur en Genie Civil - Barrages et Ouvrages dArt - Rabat,Unknown,,"Collaboration, rigueur, autonomie","['collaboration', 'communication', 'autonomie']",0,False,Unknown,['Diplome dIngenieur dEtat en Genie Civil'],Construction and Civil Engineering,Ingenieur dEtat en Genie Civil avec une experience dans le secteur des barrages et ouvrages dart,"Francais, Arabe",Bonne connaissance des normes techniques et des reglements en vigueur,False,Fluent,CDI,2,No description available,"Nous recrutons un Ingenieur en Genie Civil pour rejoindre notre equipe au sein du departement specialise dans les barrages et ouvrages dart. En tant quIngenieur en Genie Civil, vous serez directement rattache au departement Barrages et Ouvrages dart. Vous jouerez un role cle dans la conception et le suivi technique des projets, en travaillant en etroite collaboration avec lequipe technique et le client. Vous aurez a superviser les etudes de conception, a assurer loptimisation des plans et a gerer la production des documents techniques necessaires a la realisation des projets.",2023-10-01,2023-11-01,Rabat,[],Rabat-Sale-Kenitra,Engineering
https://www.tectra.ma/,False,https://www.emploi.ma/offre-emploi-maroc/ingenieur-genie-civil-junior-sidi-rahal-8688064,EmploiMa,Ingenieur Genie Civil Junior - Sidi Rahal,,,"Rigoureux, methodique, bon negociateur, apte a gerer une equipe, sens de lanalyse et du detail, precis et meticuleux, esprit scientifique","['Gestion', 'Negociation', 'Travail en equipe', 'Analyse', 'Gestion du temps']",0,False,TECTRA CASA BOURGOGNE - RECRUTEMENT,['Bac+5'],Construction and Civil Engineering,"Ingenieur genie civil junior avec experience, maitrise des techniques et savoir-faire en batiment, capable de gerer des projets et equipes, bon niveau danglais, esprit scientifique","Anglais, Francais",Savoir-faire en simulation et logiciels de conception assistee par ordinateur,False,"Bon niveau en anglais, courant en francais",CDI,2,"Fondee en 2002, TECTRA est aujourdhui la premiere entreprise de travail temporaire au Maroc. Une entreprise respectueuse de la... lire la suite","Pour lun de ces clients operant dans le secteur du BTP construction, TECTRA recrute un(e) Ingenieur Genie Civil Junior. Missions principales : Mettre en place la conception dun projet de realisation dun ouvrage ou dune construction. Determiner les materiaux et les procedes techniques a suivre pour chaque ouvrage. Realiser les simulations lors de la phase de conception dun projet. Assurer la stabilite dun batiment ou dun ouvrage en construction. Mettre au point la structure de chaque projet de construction. Chiffrer un projet de construction et en determiner les ressources humaines et materielle necessaires. Determiner les details de calculs et de dimensionnement de chaque projet de construction.",2023-10-01,2023-10-31,Sidi Rahal,"['Management', 'BTP', 'Conception Assistee par Ordinateur', 'Gestion', 'Construction', 'Dimensionnement', 'Techniques de Gestion']",Casablanca-Mohammedia,Ingenieur Civil
No website,False,https://www.emploi.ma/offre-emploi-maroc/assistante-sav-8361047,EmploiMa,Assistante SAV,No address provided,,"Organized, Autonomous, Communicative","['Teamwork', 'Communication', 'Organization']",0,False,PROFESSIONAL LABO,['Bac+3'],Healthcare and Medical Services,"Candidate should have a background in laboratory materials, experience in a similar position, and good command of French and English.","French, English",Strong organizational skills and experience in planning.,False,Good level,CDI,2,PROFESSIONAL LABO: Nous sommes specializes dans limportation et la distribution du materiel de laboratoire.,"We are recruiting a Customer Service Assistant. Main missions: Follow and ensure the planning of technician interventions, organize team members movements, draft and organize documents.",2023-01-01,2023-12-01,Casablanca,"['Purchasing', 'Assistance', 'Purchasing Processes', 'Secretariat', 'Order Management']",Casablanca-Mohammedia,Administration
No website,False,https://www.emploi.ma/offre-emploi-maroc/technicien-superieur-sav-casablanca-8361052,EmploiMa,Technicien Superieur SAV - Casablanca,,,,[],0,False,PROFESSIONAL LABO,['Bac+3'],Healthcare and Medical Services,,,,False,,CDI,5,PROFESSIONAL LABO : Nous sommes specialises dans limportation et la distribution du materiel de laboratoire. lire la suite,Nous recrutons un Technicien Superieur SAV sur Casablanca Missions : Installation et maintenance des equipements de laboratoire.,,,Casablanca,"['Production', 'Maintenance', 'Laboratoire', 'Qualite', 'DU', 'Production']",Casablanca-Mohammedia,Technical Support
No website,False,https://www.emploi.ma/offre-emploi-maroc/technico-commercial-casablanca-8553548,EmploiMa,Technico-Commercial - Casablanca,No description available,,"Dynamic, motivated, and proactive","['Communication', 'Teamwork', 'Adaptability']",0,False,Unknown,"['Ingnieur', 'Bac+5']",Healthcare and Medical Services,"We are looking for Technico-Commerciaux with a scientific background. Responsibilities include developing the sale of specific products, ensuring proper installation and training, and collaborating on commercial actions.","French, English",Driving license and national/international mobility,False,"Good level in French, desired level in English",CDI,5,No description available,"We are looking for Technico-Commerciaux with a scientific training background. Tasks include developing specific product sales, ensuring equipment sale and installation, and prospecting for new clients.",2023-10-23,2023-11-23,Casablanca,"['Sales', 'Commercial Actions', 'Prospecting', 'Negotiation']",Casablanca-Mohammedia,Technical Sales
No website,False,https://www.emploi.ma/offre-emploi-maroc/technicien-etudes-technicien-ferroviaire-rabat-8674245,EmploiMa,Technicien Detudes/ Technicien Ferroviaire - Rabat,Unknown,,"Technical rigor, relational capacity","['Rigor', 'Relational skills']",0,False,Unknown,"['Bac+2 (BTS, DUT)']",Construction and Civil Engineering,"Technician specialized in civil engineering, team player, and client-oriented.",French,Good writing skills,False,Good level,CDI,5,No description available,Nous sommes a la recherche de Techniciens Detudes/Technicien Ferroviaire Missions : Realiser des etudes de projets au sein dune equipe pluridisciplinaire ; Realiser des calculs propres au dimensionnement et a la justification du projet correspondant.,2023-10-01,2023-11-01,Rabat,['Dimensionnement'],Rabat-Sale-Kenitra,Technical Services
http://www.tectra.ma,False,https://www.emploi.ma/offre-emploi-maroc/caristes-mohammedia-8676389,EmploiMa,Caristes - Mohammedia,,,,[],4000,False,TECTRA,"['Qualification avant bac', 'Bac']",Logistics and Transportation,,francais,,False,Courant,Interim,2,"Fondee en 2002, TECTRA est aujourdhui la premiere entreprise de travail temporaire au Maroc. Une entreprise... lire la suite",Tectra recrute 10 Caristes pour un client sur Mohammedia en contrat dinterim . Mission : Conduite clark,,,Mohammedia,[],Casablanca-Mohammedia,"Transport, logistique"
https://www.tectra.ma/,False,https://www.emploi.ma/offre-emploi-maroc/chargee-logistique-khouribga-8676399,EmploiMa,Chargee Logistique - Khouribga,Non fourni,,"Organise, proactif, bon communicateur","['Communication', 'Organisation', 'Gestion du temps']",0,False,GROUPE TECTRA,['Bac+3'],Logistics and Transportation,Professionnel de la logistique avec experience en coordination de transport,Francais,Maitrise des outils de gestion logistique,False,Fluent,Interim,1,"Description de lentreprise Fondee en 2002, TECTRA est aujourdhui la premiere entreprise de travail temporaire et recrutement (CDI,... lire la suite","TECTRA MAROC recrute pour le compte dun centre de sport base a KHOURIBGA, un/e Charge Logistique. Missions : Coordonner avec la societe de transport Assurer la reception des stagiaires Suivre les incidents",2023-10-01,2023-10-15,Khouribga,['Gestion logistique'],Marrakech-Safi,Logistics
https://www.tectra.ma/,False,https://www.emploi.ma/offre-emploi-maroc/responsable-pedagogique-khouribga-8676404,EmploiMa,Responsable Pedagogique - Khouribga,Non disponible,,Non specifiees,[],0,False,GROUPE TECTRA,['Bac+4/5'],Education and Teaching,Responsable Pedagogique pour un centre de sport base a Khouribga avec des competences en formation et gestion.,Non specifiees,Non specifiees,False,Non specifiee,Interim,1,"Description de lentreprise Fondee en 2002, TECTRA est aujourdhui la premiere entreprise de travail temporaire et recrutement (CDI,... lire la suite",TECTRA MAROC recrute un/e Responsable Pedagogique pour un centre de sport base a KHOURIBGA. Missions : Le conseil des formateurs La gestion des plannings Lelaboration des outils pedagogiques,2023-10-01,2023-10-15,Khouribga,['Formation'],Marrakech-Safi,Management
No website,False,https://www.emploi.ma/offre-emploi-maroc/agent-administratif-berkane-8676518,EmploiMa,Agent Administratif - Berkane,No address available,,"Attitude positive, travail autonome, sens de lorientation","['Travail en equipe', 'Communication efficace']",0,False,Unknown,"['Bac+2', 'Bac+3', 'Bac+4', 'Bac+5 et plus']",Construction and Civil Engineering,Agent administratif avec un excellent sens de lorientation et capable de travailler de maniere independante.,Francais,Maitrise des outils bureautiques,False,Intermediate,CDI,0,No description available,"Nous sommes a la recherche dun Agent Administratif resident a Berkane. Missions : Assurer le bon deroulement du processus de production des livrables Livraison de documents administratifs (courriers, factures, bons de commande, etc.) Assurer les travaux dimpression",2023-10-01,2023-11-01,"Berkane, Oujda",[],Oujda,Administrative
http://www.tectra.ma,False,https://www.emploi.ma/offre-emploi-maroc/agent-pointage-kenitra-8676521,EmploiMa,Agent de Pointage - Kenitra,,,"Sens des responsabilites, Capacites dadaptation, Rigueur","['Sens des responsabilites', 'Capacites dadaptation', 'Rigueur']",0,False,TECTRA,['Bac+3'],Automotive Industry,,Francais > bon niveau,,False,Bon niveau,CDD,0,"Fondee en 2002, TECTRA aujourdhui est la premiere entreprise de travail temporaire au Maroc.Une entreprise respectueuse de la... lire la suite","Pour lun de ses clients, dans le secteur Automobile, TECTRA recherche un(e) Agent de Pointage, a Kenitra. Missions Principales : Assurer le suivi et le controle regulierement du pointage en respectant le modele dhoraire pour chaque categorie Mettre a jour les regularisations de pointage Alimentation du logiciel de pointage et mise a jour des donnees Controle du pointage et correction des anomalies",,,Kenitra,"['Maitrise des outils de bureautique', 'Maitrise du logiciel AGIRH', 'Maitrise des regles et procedures de gestion administrative du personnel en matiere de pointage']",Rabat-Sale-Kenitra,Administration
https://www.tectra.ma/,False,https://www.emploi.ma/offre-emploi-maroc/responsable-centre-sportif-khouribga-8676578,EmploiMa,Responsable de Centre Sportif - Khouribga,,,,[],0,False,GROUPE TECTRA,"['Bac+4', 'Bac+5 et plus']",Tourism and Hospitality,,,,False,,Interim,1,"Description de lentreprise Fondee en 2002, TECTRA est aujourdhui la premiere entreprise de travail temporaire et recrutement (CDI,... lire la suite",TECTRA MAROC recrute un/e Responsable de Centre Sportif sur la ville de KHOURIBGA. Les missions principales sont: elaboration des projets de formation Gerer les formations Coordonner lactivite du centre,2023-10-01,,Khouribga,['Management'],Marrakech-Safi,Management
https://www.tectra.ma/,False,https://www.emploi.ma/offre-emploi-maroc/magasinier-centre-sport-khouribga-8676596,EmploiMa,Magasinier Centre de Sport - Khouribga,,,,[],0,False,GROUPE TECTRA,['Bac+2'],Logistics and Transportation,,,,False,,Interim,1,"Description de lentreprise Fondee en 2002, TECTRA est aujourdhui la premiere entreprise de travail temporaire et recrutement (CDI,... lire la suite","TECTRA MAROC recrute pour le compte dun centre sportif base a KHOURIBGA, un Magasinier et Charge de Materiel. Les missions principales sont: Le chargement du materiel Le controle du materiel sportif La participation aux inventaires",,,Khouribga,"['Chargement', 'Transport']",Marrakech-Safi,Logistics
https://www.tectra.ma/,False,https://www.emploi.ma/offre-emploi-maroc/secretaire-polyvalente-interim-casablanca-8676633,EmploiMa,Secretaire Polyvalente en Interim - Casablanca,"Casablanca, Maroc",,"Discretion, Autonomy, Teamwork","['Organisation', 'Communication', 'Gestion du Temps', 'Adaptabilite']",0,False,TECTRA CASA BOURGOGNE - RECRUTEMENT,"['Bac+2', 'Bac+3']",Call Center and Customer Service,Recherche une personne ayant une tres bonne presentation et une elocution impeccable avec une excellente maitrise de la communication ecrite et orale.,"Francais, Arabe","Maitrise des outils informatiques, bonne gestion des charges de travail, capacite a gerer plusieurs taches simultanement.",False,Courant,CDD,2,"Fondee en 2002, TECTRA est aujourdhui la premiere entreprise de travail temporaire au Maroc.","Nous recrutons pour notre client specialise dans la grande distribution, une Secretaire Polyvalente en Interim. Missions principales : Gestion des appels telephoniques et accueil des visiteurs. Planification et organisation des reunions, des rendez-vous et des deplacements professionnels. Redaction de correspondances, de rapports et de documents administratifs. Gestion des documents et des dossiers, y compris la saisie de donnees, le recouvrement des factures et larchivage.",2023-11-01,2023-11-30,Casablanca,"['Gestion des Documents', 'Secretaire', 'Traitement de Texte', 'Dossiers', 'Documents Administratifs', 'Recouvrement', 'Saisie de Donnees', 'Redaction', 'Communication Ecrite', 'Assistanat', 'Gestion des Appels', 'Archivage']",Casablanca-Mohammedia,Secretaire et Assistant
http://www.fondation-arrawaj.ma/,False,https://www.emploi.ma/offre-emploi-maroc/charge-portefeuille-hf-safi-8677074,EmploiMa,Charge de Portefeuille H/F - Safi,,,"Dynamique, dot dune aisance relationnelle, esprit dinitiative, bonne capacit dadaptation, habilet  crer du lien avec les clients.","['Aisance relationnelle', 'Esprit dinitiative', 'Capacit dadaptation']",4000,False,FONDATION ARRAWAJ,"['Bac+2', 'Bac+3', 'Bac+4', 'Bac+5 et plus']",Banking and Financial Services,"Jeune diplm ou justifiant dune premire exprience russie comme commercial, bonne rsistance  la pression et au stress.",French,"Connaissance des produits financiers, techniques de vente.",False,Fluent,CDI,0,"La Fondation ARRAWAJ, cre en 1996, est un acteur economique et social majeur dans le secteur de la micro-finance.","Fondation ARRAWAJ est un acteur economique et social majeur dans le secteur de la micro-finance, elle sappuie sur un capital humain fort de plus de 2000 collaborateurs, repartis sur un reseau de plus de 208 agences. Dans le cadre de son dveloppement, la fondation ARRAWAJ recrute des Charge de Portefeuille H/F au niveau de notre agence Safi.",2023-10-01,2023-10-31,Safi,"['Comptabilite', 'Gestion', 'Finance', 'Recouvrement', 'Vente']",Marrakech-Safi,"Commercial, vente"
